city,date,year,month,day,dow,all,tmean,rh,pm10
London,21feb2003,2003,2,21,5,163,6.470047,67.724998,94.5
London,22feb2003,2003,2,22,6,199,4.8492079,69.200005,99.599998
London,23feb2003,2003,2,23,0,164,7.6469975,73.449997,63
London,24feb2003,2003,2,24,1,163,9.0382757,74,63.799999
London,25feb2003,2003,2,25,2,173,8.1027098,56.599998,83.599998
London,26feb2003,2003,2,26,3,152,9.801095,57,79.800003
London,27feb2003,2003,2,27,4,177,10.065303,60.099998,66.5
London,28feb2003,2003,2,28,5,184,9.0800056,89.25,47.099998
London,01mar2003,2003,3,1,6,153,8.1812077,89.650002,46.900002
London,02mar2003,2003,3,2,0,192,8.1385984,69,33
London,03mar2003,2003,3,3,1,183,5.6854029,70.699997,52.799999
London,04mar2003,2003,3,4,2,162,9.7721243,82.974998,51.200001
London,05mar2003,2003,3,5,3,163,10.435981,74.349998,55.200001
London,06mar2003,2003,3,6,4,167,7.7105498,66.974998,43.5
London,07mar2003,2003,3,7,5,151,7.5249844,85.224998,46.599998
London,08mar2003,2003,3,8,6,163,8.1096973,76.25,52.5
London,09mar2003,2003,3,9,0,176,10.699326,68.025002,53.700001
London,10mar2003,2003,3,10,1,179,10.23575,73.150002,66.300003
London,11mar2003,2003,3,11,2,158,10.200362,68.925003,55
London,12mar2003,2003,3,12,3,184,7.2253165,73.324997,27.200001
London,13mar2003,2003,3,13,4,148,6.6398897,59.025002,36.400002
London,14mar2003,2003,3,14,5,170,6.3332458,48.75,35.5
London,15mar2003,2003,3,15,6,161,6.4188323,56,45.099998
London,16mar2003,2003,3,16,0,144,7.846549,50.775002,54
London,17mar2003,2003,3,17,1,158,8.1172676,52.549999,59.400002
London,18mar2003,2003,3,18,2,138,7.8740273,60.625,49.200001
London,19mar2003,2003,3,19,3,191,7.882236,63.150002,59
London,20mar2003,2003,3,20,4,184,8.23248,51.174999,70.900002
London,21mar2003,2003,3,21,5,160,6.6043072,71.625,57.299999
London,22mar2003,2003,3,22,6,155,6.9763436,61.900002,56.599998
London,23mar2003,2003,3,23,0,163,10.122724,47.549999,60.900002
London,24mar2003,2003,3,24,1,177,11.821154,60.525002,85.199997
London,25mar2003,2003,3,25,2,190,11.27841,64.199997,79.400002
London,26mar2003,2003,3,26,3,177,10.94276,60.924999,83.900002
London,27mar2003,2003,3,27,4,169,10.771387,51.525002,70.900002
London,28mar2003,2003,3,28,5,167,9.1085539,73.5,75.800003
London,29mar2003,2003,3,29,6,137,11.291862,66.224998,73.900002
London,30mar2003,2003,3,30,0,146,11.61285,52.625,36.5
London,31mar2003,2003,3,31,1,171,8.5735607,44.026688,44.299999
London,01apr2003,2003,4,1,2,175,7.8387852,79.183746,44.5
London,02apr2003,2003,4,2,3,156,7.7099848,54.355049,23.799999
London,03apr2003,2003,4,3,4,167,7.7388601,51.575001,28.9
London,04apr2003,2003,4,4,5,165,12.540884,57.700001,28.5
London,05apr2003,2003,4,5,6,135,11.741205,45.325001,18.700001
London,06apr2003,2003,4,6,0,143,8.1455078,65,17.1
London,07apr2003,2003,4,7,1,162,5.0630279,46.775002,40.299999
London,08apr2003,2003,4,8,2,168,4.0506005,43.424999,44.299999
London,09apr2003,2003,4,9,3,158,3.6146655,54.650002,32
London,10apr2003,2003,4,10,4,189,3.9926503,73.050003,23.200001
London,11apr2003,2003,4,11,5,179,4.557488,61.125,53.400002
London,12apr2003,2003,4,12,6,177,7.3471646,46.525002,47.799999
London,13apr2003,2003,4,13,0,156,11.263802,50.299999,43.299999
London,14apr2003,2003,4,14,1,165,14.459755,49.875,77.800003
London,15apr2003,2003,4,15,2,165,16.629551,43.075001,86.400002
London,16apr2003,2003,4,16,3,168,16.993601,34.700001,75.599998
London,17apr2003,2003,4,17,4,154,15.443943,38.800003,69
London,18apr2003,2003,4,18,5,160,14.829858,37.424999,44.099998
London,19apr2003,2003,4,19,6,143,8.1309299,60.625,30.799999
London,20apr2003,2003,4,20,0,146,10.357012,58.825001,79.099998
London,21apr2003,2003,4,21,1,155,12.240388,60.525002,52.099998
London,22apr2003,2003,4,22,2,149,11.492564,54.074997,65.5
London,23apr2003,2003,4,23,3,186,11.962807,39.724998,63.099998
London,24apr2003,2003,4,24,4,181,10.849702,70.599998,75.800003
London,25apr2003,2003,4,25,5,172,14.010731,62.700001,52.799999
London,26apr2003,2003,4,26,6,151,12.176241,66.800003,44.700001
London,27apr2003,2003,4,27,0,155,13.004109,57.474998,49.299999
London,28apr2003,2003,4,28,1,169,12.326485,89.300003,42.799999
London,29apr2003,2003,4,29,2,151,12.747221,61.199997,51.599998
London,30apr2003,2003,4,30,3,136,13.089754,62.5,54
London,01may2003,2003,5,1,4,143,12.2625,68.699997,52.400002
London,02may2003,2003,5,2,5,154,11.75,72.525002,42.900002
London,03may2003,2003,5,3,6,150,11.80625,62.025002,41.799999
London,04may2003,2003,5,4,0,157,15.256249,43.625,38.299999
London,05may2003,2003,5,5,1,149,14.037499,51.674999,31.700001
London,06may2003,2003,5,6,2,148,11.26875,46.200001,30.1
London,07may2003,2003,5,7,3,132,12.6375,43.075001,41.400002
London,08may2003,2003,5,8,4,142,11.50625,61.650002,36.099998
London,09may2003,2003,5,9,5,142,12.925,50.599998,56.200001
London,10may2003,2003,5,10,6,132,10.56875,57.75,42.799999
London,11may2003,2003,5,11,0,146,10.68125,68.224998,34.700001
London,12may2003,2003,5,12,1,156,10.55,74.525002,44.700001
London,13may2003,2003,5,13,2,148,8.5500002,60.425003,44.299999
London,14may2003,2003,5,14,3,167,10.131249,50.900002,27.9
London,15may2003,2003,5,15,4,159,10.2375,47.049999,45.099998
London,16may2003,2003,5,16,5,151,10.54375,85.660362,46.400002
London,17may2003,2003,5,17,6,143,13.1,86.550003,47.5
London,18may2003,2003,5,18,0,128,13.4125,72.625,46.400002
London,19may2003,2003,5,19,1,148,12.90625,65.949997,54.599998
London,20may2003,2003,5,20,2,135,11.275,65.074997,58.799999
London,21may2003,2003,5,21,3,154,13.2625,66.525002,52.900002
London,22may2003,2003,5,22,4,152,15.55625,77.800003,59.599998
London,23may2003,2003,5,23,5,154,14.5875,64.675003,54.200001
London,24may2003,2003,5,24,6,151,13.35625,56.974998,38.200001
London,25may2003,2003,5,25,0,153,13.525,56.075001,20.5
London,26may2003,2003,5,26,1,129,13.4875,51.599998,35.900002
London,27may2003,2003,5,27,2,159,14.225,73.75,54.099998
London,28may2003,2003,5,28,3,154,17.487499,50.275002,57.799999
London,29may2003,2003,5,29,4,143,17.9125,52.075001,59.299999
London,30may2003,2003,5,30,5,141,19.043751,47.625,58.700001
London,31may2003,2003,5,31,6,149,20.856251,49.950001,69.900002
London,01jun2003,2003,6,1,0,172,18.606251,74.849998,49.799999
London,02jun2003,2003,6,2,1,158,18.012501,66.400002,54.200001
London,03jun2003,2003,6,3,2,163,16.06875,58.625,54.700001
London,04jun2003,2003,6,4,3,134,17.25625,70.150002,62.400002
London,05jun2003,2003,6,5,4,121,15.8375,54.599998,57.900002
London,06jun2003,2003,6,6,5,136,15.075,73.949997,56.099998
London,07jun2003,2003,6,7,6,159,18.61875,68.675003,51.099998
London,08jun2003,2003,6,8,0,133,16.512501,75.625,52.5
London,09jun2003,2003,6,9,1,135,15.35,50.424999,50.900002
London,10jun2003,2003,6,10,2,147,18.268749,67.150002,70.300003
London,11jun2003,2003,6,11,3,120,17.1625,56.400002,58.099998
London,12jun2003,2003,6,12,4,132,17.225,49.775002,51.200001
London,13jun2003,2003,6,13,5,135,16.637501,42.150002,37.200001
London,14jun2003,2003,6,14,6,140,19.456249,41.224998,43.200001
London,15jun2003,2003,6,15,0,133,18.393749,40.025002,35.5
London,16jun2003,2003,6,16,1,142,20.5875,46.150002,70.800003
London,17jun2003,2003,6,17,2,136,19.43125,63.775002,69.5
London,18jun2003,2003,6,18,3,148,17.05625,63.525002,57.599998
London,19jun2003,2003,6,19,4,128,19.71875,66.25,49.099998
London,20jun2003,2003,6,20,5,130,16.85,45.150002,35.900002
London,21jun2003,2003,6,21,6,141,17.50625,42.549999,43.900002
London,22jun2003,2003,6,22,0,145,20.025,69,53.799999
London,23jun2003,2003,6,23,1,164,19.487499,65.425003,35.200001
London,24jun2003,2003,6,24,2,137,16.75625,46.349998,31.5
London,25jun2003,2003,6,25,3,142,17.21875,56.049999,42.200001
London,26jun2003,2003,6,26,4,148,19.112499,60.450001,57.799999
London,27jun2003,2003,6,27,5,148,18.481251,66.150002,57.400002
London,28jun2003,2003,6,28,6,144,16.85,54.599998,41.900002
London,29jun2003,2003,6,29,0,147,18.025,45.375,42.599998
London,30jun2003,2003,6,30,1,143,17.512501,81.324997,60.799999
London,01jul2003,2003,7,1,2,127,16.40625,70.775002,42.700001
London,02jul2003,2003,7,2,3,132,16.93125,70.100006,35.599998
London,03jul2003,2003,7,3,4,129,16.081249,70.849998,30.799999
London,04jul2003,2003,7,4,5,132,16.30625,57.674999,32.200001
London,05jul2003,2003,7,5,6,145,15.21875,63.275002,37.200001
London,06jul2003,2003,7,6,0,143,18.625,54.325001,34.900002
London,07jul2003,2003,7,7,1,134,16.987499,51.924999,52.099998
London,08jul2003,2003,7,8,2,132,18.4375,69.025002,57.700001
London,09jul2003,2003,7,9,3,156,21.35,53.099998,51.700001
London,10jul2003,2003,7,10,4,164,22.081249,51.349998,63.799999
London,11jul2003,2003,7,11,5,160,19.174999,48.200001,33
London,12jul2003,2003,7,12,6,132,19.293751,41.25,45.099998
London,13jul2003,2003,7,13,0,124,20.5875,31.225,45.299999
London,14jul2003,2003,7,14,1,145,22.1875,42.625,61
London,15jul2003,2003,7,15,2,159,24.25625,37.224998,64.5
London,16jul2003,2003,7,16,3,177,21.35,73.025002,75.599998
London,17jul2003,2003,7,17,4,154,18.268749,80.425003,55
London,18jul2003,2003,7,18,5,156,20.15625,58.875,55.599998
London,19jul2003,2003,7,19,6,153,21.725,48.099998,47.700001
London,20jul2003,2003,7,20,0,127,19.331249,50.549999,46.200001
London,21jul2003,2003,7,21,1,137,19.125,51.900002,53.599998
London,22jul2003,2003,7,22,2,127,18.950001,57.724998,59.599998
London,23jul2003,2003,7,23,3,134,19.06875,55.650002,48.599998
London,24jul2003,2003,7,24,4,131,18.85,57.849998,56.099998
London,25jul2003,2003,7,25,5,129,17.775,85.949997,52.400002
London,26jul2003,2003,7,26,6,124,16.174999,64.474998,40.099998
London,27jul2003,2003,7,27,0,126,18.725,60.775002,30.5
London,28jul2003,2003,7,28,1,146,17.15,62.950001,55.599998
London,29jul2003,2003,7,29,2,132,18.362499,76.525002,51.900002
London,30jul2003,2003,7,30,3,141,19.825001,64.949997,39.5
London,31jul2003,2003,7,31,4,141,18.4625,66.449997,55.5
London,01aug2003,2003,8,1,5,141,16.775,84.574997,62.900002
London,02aug2003,2003,8,2,6,149,18.50625,49.349998,36.099998
London,03aug2003,2003,8,3,0,127,20.65625,41.424999,47.299999
London,04aug2003,2003,8,4,1,138,23.0875,49.674999,65.199997
London,05aug2003,2003,8,5,2,164,24.481251,49.525002,59.599998
London,06aug2003,2003,8,6,3,200,27.44375,41.674999,80.400002
London,07aug2003,2003,8,7,4,163,23.4375,58,66.900002
London,08aug2003,2003,8,8,5,183,23.9625,56.900002,85.699997
London,09aug2003,2003,8,9,6,191,26.275,46.5,94.199997
London,10aug2003,2003,8,10,0,280,28.174999,31.424999,88.300003
London,11aug2003,2003,8,11,1,275,26.525,54.599998,91.199997
London,12aug2003,2003,8,12,2,254,24.2125,60.75,67.800003
London,13aug2003,2003,8,13,3,236,22.69375,43.424999,52.200001
London,14aug2003,2003,8,14,4,166,20.112499,38.950001,28.4
London,15aug2003,2003,8,15,5,158,18.225,43.049999,36.799999
London,16aug2003,2003,8,16,6,157,18.6625,52.974998,29.200001
London,17aug2003,2003,8,17,0,143,20.25,52.724998,37.5
London,18aug2003,2003,8,18,1,166,20.53125,63.174999,61.799999
London,19aug2003,2003,8,19,2,134,16.956249,48.924999,34
London,20aug2003,2003,8,20,3,142,16.606251,44.775002,46.553844
London,21aug2003,2003,8,21,4,153,17.924999,52.25,55
London,22aug2003,2003,8,22,5,171,21.225,65.025002,47.599998
London,23aug2003,2003,8,23,6,124,22.0375,62.625,28.9
London,24aug2003,2003,8,24,0,156,21.475,62.850002,29.9
London,25aug2003,2003,8,25,1,124,17.75,62,18.5
London,26aug2003,2003,8,26,2,149,18.737499,60.775002,35.700001
London,27aug2003,2003,8,27,3,142,19.34375,62.200001,38.400002
London,28aug2003,2003,8,28,4,126,16.1,63,36.799999
London,29aug2003,2003,8,29,5,118,15.400001,68.825005,23.200001
London,30aug2003,2003,8,30,6,136,13.8125,49.825001,23.1
London,31aug2003,2003,8,31,0,139,13.91875,47.474998,30.4
London,01sep2003,2003,9,1,1,131,15.1125,47.625,25.5
London,02sep2003,2003,9,2,2,153,14.9,51.25,43.400002
London,03sep2003,2003,9,3,3,148,17.293751,48.599998,59.700001
London,04sep2003,2003,9,4,4,157,16.975,49.400002,66.199997
London,05sep2003,2003,9,5,5,150,18.8125,47.75,65.300003
London,06sep2003,2003,9,6,6,137,17.174999,66.199997,45.099998
London,07sep2003,2003,9,7,0,137,13.7625,58.325001,37.700001
London,08sep2003,2003,9,8,1,138,15.75,56.599998,43.700001
London,09sep2003,2003,9,9,2,147,15.98125,50.900002,29.799999
London,10sep2003,2003,9,10,3,161,16.55625,80.849998,27.5
London,11sep2003,2003,9,11,4,120,13.45,76.025002,64.800003
London,12sep2003,2003,9,12,5,133,16.125,56.075001,35
London,13sep2003,2003,9,13,6,134,16.668751,51.375,53.799999
London,14sep2003,2003,9,14,0,141,17.9125,45.174999,50.700001
London,15sep2003,2003,9,15,1,142,18,45.375,66.199997
London,16sep2003,2003,9,16,2,150,18.893749,45,70.599998
London,17sep2003,2003,9,17,3,134,18.85,43.474998,76.800003
London,18sep2003,2003,9,18,4,144,16.518749,68.125,85.300003
London,19sep2003,2003,9,19,5,151,17.4625,65.675003,86
London,20sep2003,2003,9,20,6,118,18.700001,59.650002,82
London,21sep2003,2003,9,21,0,145,19.606251,61.150002,58.400002
London,22sep2003,2003,9,22,1,143,16.8375,79.449997,47.599998
London,23sep2003,2003,9,23,2,139,10.79375,53.149998,27.4
London,24sep2003,2003,9,24,3,129,10.1875,57.600002,44.400002
London,25sep2003,2003,9,25,4,138,12.4125,55.224998,55.599998
London,26sep2003,2003,9,26,5,138,13.21875,62.974998,59.200001
London,27sep2003,2003,9,27,6,130,13.306251,61.700001,26.299999
London,28sep2003,2003,9,28,0,143,12.03125,70.75,24.6
London,29sep2003,2003,9,29,1,152,11.474999,55.799999,56
London,30sep2003,2003,9,30,2,143,14.35,52.924999,50.799999
London,01oct2003,2003,10,1,3,155,14.175,68.824997,38.900002
London,02oct2003,2003,10,2,4,152,14.71875,86.224998,46.299999
London,03oct2003,2003,10,3,5,148,15.14375,77.099998,37.5
London,04oct2003,2003,10,4,6,144,10.75,64.349998,22.1
London,05oct2003,2003,10,5,0,137,7.9875002,44.650002,20.700001
London,06oct2003,2003,10,6,1,141,11.18125,57.575001,41
London,07oct2003,2003,10,7,2,160,11.5625,52.5,31
London,08oct2003,2003,10,8,3,145,12.556251,71.125,42.799999
London,09oct2003,2003,10,9,4,169,14.6875,61.25,52.099998
London,10oct2003,2003,10,10,5,162,15.55,73.224998,41.099998
London,11oct2003,2003,10,11,6,152,12.4875,62.049999,51.299999
London,12oct2003,2003,10,12,0,147,11.75625,60.625,42.599998
London,13oct2003,2003,10,13,1,170,13.4,66.125,60
London,14oct2003,2003,10,14,2,147,12.93125,57.599998,55.400002
London,15oct2003,2003,10,15,3,125,10.9875,51.275002,46.900002
London,16oct2003,2003,10,16,4,149,10.6125,57.650002,38.099998
London,17oct2003,2003,10,17,5,159,10.025,59.525002,37.099998
London,18oct2003,2003,10,18,6,160,9.8999996,65,37.200001
London,19oct2003,2003,10,19,0,144,9.40625,62.875,24.200001
London,20oct2003,2003,10,20,1,153,8.6875,52.950001,21
London,21oct2003,2003,10,21,2,141,5.96875,66.050003,39.099998
London,22oct2003,2003,10,22,3,160,6.03125,82.224998,35.799999
London,23oct2003,2003,10,23,4,146,7.3187499,54.299999,26.1
London,24oct2003,2003,10,24,5,167,5.125,65.474998,32.5
London,25oct2003,2003,10,25,6,171,5.1687498,66.525002,44
London,26oct2003,2003,10,26,0,163,7.4375,70.300003,18.6
London,27oct2003,2003,10,27,1,159,6.1937499,65.550003,58.900002
London,28oct2003,2003,10,28,2,172,5.8687501,67.224998,72.599998
London,29oct2003,2003,10,29,3,146,7.2937498,85.449997,40.200001
London,30oct2003,2003,10,30,4,166,6.6937499,82.974998,41
London,31oct2003,2003,10,31,5,191,9.8062496,82.025002,42
London,01nov2003,2003,11,1,6,139,9.1062498,70.824997,35.299999
London,02nov2003,2003,11,2,0,190,10.01875,84.574997,41.700001
London,03nov2003,2003,11,3,1,166,11.475,63.75,59
London,04nov2003,2003,11,4,2,173,9.9750004,78.625,76.099998
London,05nov2003,2003,11,5,3,163,12.3375,68.599998,52.5
London,06nov2003,2003,11,6,4,165,12.95,78.251129,77.099998
London,07nov2003,2003,11,7,5,154,10.2125,64.349998,65.5
London,08nov2003,2003,11,8,6,154,8.46875,66.375,49.5
London,09nov2003,2003,11,9,0,145,7.2874999,91.050003,49.900002
London,10nov2003,2003,11,10,1,176,10.849999,82.675003,55.700001
London,11nov2003,2003,11,11,2,167,9.4187498,91.650002,55.299999
London,12nov2003,2003,11,12,3,166,11.04375,81.949997,48.599998
London,13nov2003,2003,11,13,4,162,9.28125,84.474998,67.300003
London,14nov2003,2003,11,14,5,177,11.425,62.800003,64.199997
London,15nov2003,2003,11,15,6,174,10.60625,71.775002,43.700001
London,16nov2003,2003,11,16,0,167,7.46875,72.900002,26.5
London,17nov2003,2003,11,17,1,169,7.9375,88.625,54.099998
London,18nov2003,2003,11,18,2,131,12.48125,81.5,49.5
London,19nov2003,2003,11,19,3,156,13.18125,82.599998,51.099998
London,20nov2003,2003,11,20,4,145,11.73125,84.800003,58
London,21nov2003,2003,11,21,5,174,9.8562498,92.099998,27.9
London,22nov2003,2003,11,22,6,172,8.3000002,94.125,12.9
London,23nov2003,2003,11,23,0,141,6.8187499,92.199997,11.7
London,24nov2003,2003,11,24,1,122,7.2562499,84.550003,31.4
London,25nov2003,2003,11,25,2,159,7.1187501,85.275002,51.400002
London,26nov2003,2003,11,26,3,174,8.7250004,77.275002,47.900002
London,27nov2003,2003,11,27,4,159,5.0374999,81.400002,64.5
London,28nov2003,2003,11,28,5,166,5.40625,78.099998,69.900002
London,29nov2003,2003,11,29,6,159,8.1875,88.199997,39.099998
London,30nov2003,2003,11,30,0,174,8.0625,88.199997,39.099998
London,01dec2003,2003,12,1,1,164,8.8687496,90.675003,38.400002
London,02dec2003,2003,12,2,2,152,8.2750006,86.625,44.299999
London,03dec2003,2003,12,3,3,183,8.0625,94.224998,36.099998
London,04dec2003,2003,12,4,4,173,8.1875,80.625,29.299999
London,05dec2003,2003,12,5,5,150,7.5062499,80.574997,35.299999
London,06dec2003,2003,12,6,6,176,5.7874999,77.574997,37.900002
London,07dec2003,2003,12,7,0,160,3.66875,60.075001,35.400002
London,08dec2003,2003,12,8,1,161,3.0812502,79.775002,53.299999
London,09dec2003,2003,12,9,2,156,5.6312499,81.575005,65.599998
London,10dec2003,2003,12,10,3,153,4.3249998,94.900002,61.099998
London,11dec2003,2003,12,11,4,155,6.9312501,92.025002,44.599998
London,12dec2003,2003,12,12,5,153,7.9250002,89.849998,44.900002
London,13dec2003,2003,12,13,6,170,10.69375,91.375,30.6
London,14dec2003,2003,12,14,0,181,7.8937502,67.574997,25.6
London,15dec2003,2003,12,15,1,169,3.9124999,66.400002,28.6
London,16dec2003,2003,12,16,2,165,1.7625,77.150002,84.099998
London,17dec2003,2003,12,17,3,164,4.3812499,74,67.099998
London,18dec2003,2003,12,18,4,176,4.6499996,81.275002,71.699997
London,19dec2003,2003,12,19,5,180,5.1812501,84.849998,90.199997
London,20dec2003,2003,12,20,6,177,8.6374998,85.875,39.900002
London,21dec2003,2003,12,21,0,135,5.3375001,67.349998,16.799999
London,22dec2003,2003,12,22,1,165,2.15625,75.551849,26.1
London,23dec2003,2003,12,23,2,158,5.0062499,93.074997,36.900002
London,24dec2003,2003,12,24,3,200,8.3999996,83.099998,27.700001
London,25dec2003,2003,12,25,4,200,10.125,80.550003,15.5
London,26dec2003,2003,12,26,5,186,9.84375,89.824997,18.6
London,27dec2003,2003,12,27,6,166,5.6812501,79.125,22.5
London,28dec2003,2003,12,28,0,164,3.8499999,73.074997,21.700001
London,29dec2003,2003,12,29,1,183,2.41875,92.599998,24
London,30dec2003,2003,12,30,2,193,3.1187499,93.800003,30.700001
London,31dec2003,2003,12,31,3,194,2.5562501,93.150002,35.799999
London,01jan2004,2004,1,1,4,208,4.4437499,89.524994,27.1
London,02jan2004,2004,1,2,5,172,3.75,81.724998,28.799999
London,03jan2004,2004,1,3,6,177,1.11875,80.975006,54.200001
London,04jan2004,2004,1,4,0,215,4.6937499,89.974998,42.599998
London,05jan2004,2004,1,5,1,208,7.09375,93.375,43.200001
London,06jan2004,2004,1,6,2,181,9.4875002,80.849998,48
London,07jan2004,2004,1,7,3,192,8.0874996,78.75,41.799999
London,08jan2004,2004,1,8,4,178,9.1125002,81.275002,38.099998
London,09jan2004,2004,1,9,5,175,7,72.974998,39.700001
London,10jan2004,2004,1,10,6,176,7.8499999,87.724998,43.099998
London,11jan2004,2004,1,11,0,192,8.8999996,76.099998,25.6
London,12jan2004,2004,1,12,1,177,6.6999998,87.074997,35.799999
London,13jan2004,2004,1,13,2,179,7.7874999,63.674999,30.9
London,14jan2004,2004,1,14,3,154,5.1187501,85.150002,30.9
London,15jan2004,2004,1,15,4,167,5.0625,82.650002,42.599998
London,16jan2004,2004,1,16,5,163,6.1062498,63.099998,27.200001
London,17jan2004,2004,1,17,6,166,2.9312501,82.474998,20.700001
London,18jan2004,2004,1,18,0,196,3.3125,73.75,30
London,19jan2004,2004,1,19,1,191,6.4124999,75.625,24.700001
London,20jan2004,2004,1,20,2,176,9.4937496,92.074997,17.9
London,21jan2004,2004,1,21,3,179,8.34375,87.574997,26.299999
London,22jan2004,2004,1,22,4,165,7.1312499,84,48.099998
London,23jan2004,2004,1,23,5,170,6.8812499,83.699997,42.900002
London,24jan2004,2004,1,24,6,158,6.4437499,74.724998,29.4
London,25jan2004,2004,1,25,0,163,3.8187499,79.875,34.688
London,26jan2004,2004,1,26,1,160,3.04375,79.599998,33.875999
London,27jan2004,2004,1,27,2,172,3.15625,72.099998,26.4
London,28jan2004,2004,1,28,3,170,1.54375,69.058022,24.799999
London,29jan2004,2004,1,29,4,167,.70000005,72.469467,39.599998
London,30jan2004,2004,1,30,5,169,3.8375001,72.945572,53.900002
London,31jan2004,2004,1,31,6,164,8.5187502,87.25,31.9
London,01feb2004,2004,2,1,0,162,10.64375,77.724998,37.299999
London,02feb2004,2004,2,2,1,196,11.8625,83.900002,42.799999
London,03feb2004,2004,2,3,2,161,13.20625,79.550003,39.5
London,04feb2004,2004,2,4,3,155,14.19375,69.824997,53.099998
London,05feb2004,2004,2,5,4,179,12.23125,88.25,46.200001
London,06feb2004,2004,2,6,5,149,10.11875,89.724998,36.900002
London,07feb2004,2004,2,7,6,165,7.8562498,65.400002,27.4
London,08feb2004,2004,2,8,0,169,5.9000001,55.25,15.5
London,09feb2004,2004,2,9,1,146,1.8812499,64.425003,32.200001
London,10feb2004,2004,2,10,2,178,4.4437499,67.675003,66.199997
London,11feb2004,2004,2,11,3,153,8.34375,78.675003,25.200001
London,12feb2004,2004,2,12,4,145,9.03125,83.099998,41.599998
London,13feb2004,2004,2,13,5,158,8.3937502,71.949997,58.700001
London,14feb2004,2004,2,14,6,151,7.7625003,83.324997,40
London,15feb2004,2004,2,15,0,142,6.90625,83.5,21.4
London,16feb2004,2004,2,16,1,160,6.0250001,72.75,30.799999
London,17feb2004,2004,2,17,2,151,5.4875002,90.400002,41.700001
London,18feb2004,2004,2,18,3,136,5.7687502,80.050003,20.6
London,19feb2004,2004,2,19,4,147,4.7937498,64.875,21.200001
London,20feb2004,2004,2,20,5,147,1.9375,71.900002,39.900002
London,21feb2004,2004,2,21,6,150,3.1812501,77.425003,46.599998
London,22feb2004,2004,2,22,0,150,3.8125,67,24.200001
London,23feb2004,2004,2,23,1,149,2.6312499,66.42244,28.6
London,24feb2004,2004,2,24,2,144,1.6875,80.224998,55.599998
London,25feb2004,2004,2,25,3,147,1.5,57.524651,20.9
London,26feb2004,2004,2,26,4,167,.625,58.928349,33.799999
London,27feb2004,2004,2,27,5,175,.33750004,73.467026,35
London,28feb2004,2004,2,28,6,154,.52500004,83.345627,31
London,29feb2004,2004,2,29,0,145,2.33125,72.925003,32.400002
London,01mar2004,2004,3,1,1,151,1.3749999,65.835785,52
London,02mar2004,2004,3,2,2,143,2.40625,63.724998,89.599998
London,03mar2004,2004,3,3,3,175,4.5687499,67.074997,87.300003
London,04mar2004,2004,3,4,4,152,7.0749998,85.550003,67.699997
London,05mar2004,2004,3,5,5,169,7.03125,84.625,52.5
London,06mar2004,2004,3,6,6,146,6.4000001,78.75,55.900002
London,07mar2004,2004,3,7,0,167,5.3874998,82.199997,23.1
London,08mar2004,2004,3,8,1,157,5.2062502,66.875,24.299999
London,09mar2004,2004,3,9,2,160,4.3812499,60.700001,25.9
London,10mar2004,2004,3,10,3,164,2.6375,72.275002,31.799999
London,11mar2004,2004,3,11,4,156,3.76875,69.349998,55.400002
London,12mar2004,2004,3,12,5,164,3.4875,87.599998,61.200001
London,13mar2004,2004,3,13,6,149,7.59375,72.925003,41.900002
London,14mar2004,2004,3,14,0,128,8.7375002,88.050003,30.200001
London,15mar2004,2004,3,15,1,178,10.73125,79.300003,46.299999
London,16mar2004,2004,3,16,2,156,13.6,74.800003,41.599998
London,17mar2004,2004,3,17,3,151,10.38125,80.699997,54.900002
London,18mar2004,2004,3,18,4,155,10.26875,77.125,51.599998
London,19mar2004,2004,3,19,5,141,9.7875004,79.400002,40.599998
London,20mar2004,2004,3,20,6,173,10.7,85.099998,30.799999
London,21mar2004,2004,3,21,0,143,9.2437496,56.599998,30.6
London,22mar2004,2004,3,22,1,159,7.1999998,68.150002,25.4
London,23mar2004,2004,3,23,2,146,5.8562498,73.099998,19.200001
London,24mar2004,2004,3,24,3,146,6.1437502,78.75,17.6
London,25mar2004,2004,3,25,4,165,4.7562499,73.900002,37.700001
London,26mar2004,2004,3,26,5,126,5.2437496,66.324997,21.700001
London,27mar2004,2004,3,27,6,149,6.6374998,85.449997,58.400002
London,28mar2004,2004,3,28,0,142,7.9499998,79.025002,51
London,29mar2004,2004,3,29,1,147,9.8312502,65.724998,52
London,30mar2004,2004,3,30,2,143,9.6999998,51.75,61.299999
London,31mar2004,2004,3,31,3,176,12.0875,49.150002,72.599998
London,01apr2004,2004,4,1,4,142,12.9375,69.125,44.900002
London,02apr2004,2004,4,2,5,150,12.4,70.599998,40.099998
London,03apr2004,2004,4,3,6,153,10.5,81.150002,35.200001
London,04apr2004,2004,4,4,0,131,9.7937498,60.174999,25.9
London,05apr2004,2004,4,5,1,154,8.8562498,65.299995,35
London,06apr2004,2004,4,6,2,143,6.9187498,74.324997,17.299999
London,07apr2004,2004,4,7,3,135,6.9625001,59.049999,13.8
London,08apr2004,2004,4,8,4,141,6.3812499,66.699997,15
London,09apr2004,2004,4,9,5,151,7.2562499,65.375,22.799999
London,10apr2004,2004,4,10,6,151,8.125,83.449997,23.799999
London,11apr2004,2004,4,11,0,158,6.4375,63.825001,26.4
London,12apr2004,2004,4,12,1,131,9.6437502,60.900002,36.299999
London,13apr2004,2004,4,13,2,141,10.8375,66.074997,32.700001
