city,date,year,month,day,dow,all,allage1,allage2,tmean,rh,pm10
Valencia,23dec2002,2002,12,23,1,14,3,11,13.4,69.599998,47.200001
Valencia,24dec2002,2002,12,24,2,9,1,8,16.4,53.900002,28.200001
Valencia,25dec2002,2002,12,25,3,20,2,18,17.4,58.900002,12.4
Valencia,26dec2002,2002,12,26,4,14,3,11,17.1,57.900002,23.700001
Valencia,27dec2002,2002,12,27,5,14,2,12,13.4,64,24.5
Valencia,28dec2002,2002,12,28,6,23,3,20,14.5,46.799999,15.4
Valencia,29dec2002,2002,12,29,0,17,1,16,13,46.599998,13.9
Valencia,30dec2002,2002,12,30,1,19,3,16,13.7,52.700001,24.9
Valencia,31dec2002,2002,12,31,2,24,4,20,14.4,46,15.8
Valencia,01jan2003,2003,1,1,3,25,6,19,13.6,58.900002,16.299999
Valencia,02jan2003,2003,1,2,4,17,2,15,16.200001,59.200001,20.4
Valencia,03jan2003,2003,1,3,5,16,2,14,17.6,49.799999,24.5
Valencia,04jan2003,2003,1,4,6,17,4,13,14.4,51.5,20
Valencia,05jan2003,2003,1,5,0,31,5,26,11,63.400002,16
Valencia,06jan2003,2003,1,6,1,17,2,15,12.1,52.400002,23.700001
Valencia,07jan2003,2003,1,7,2,16,2,14,10.9,46.099998,26.9
Valencia,08jan2003,2003,1,8,3,14,4,10,13.1,50.799999,22
Valencia,09jan2003,2003,1,9,4,19,2,17,8.8000002,61,21
Valencia,10jan2003,2003,1,10,5,18,1,17,7.5,59.599998,18.6
Valencia,11jan2003,2003,1,11,6,7,1,6,4.8000002,55.299999,26.4
Valencia,12jan2003,2003,1,12,0,15,2,13,4.6999998,54.599998,20.4
Valencia,13jan2003,2003,1,13,1,22,3,19,3.8,58.299999,37.099998
Valencia,14jan2003,2003,1,14,2,22,5,17,4.1999998,58.5,50.799999
Valencia,15jan2003,2003,1,15,3,29,6,23,4.8000002,54.200001,43.400002
Valencia,16jan2003,2003,1,16,4,20,3,17,5.5,59,31.6
Valencia,17jan2003,2003,1,17,5,12,1,11,7.3000002,55.299999,39.200001
Valencia,18jan2003,2003,1,18,6,28,4,24,8.6999998,56.400002,44.599998
Valencia,19jan2003,2003,1,19,0,19,2,17,12.8,50.700001,27.799999
Valencia,20jan2003,2003,1,20,1,18,1,17,11.6,48.5,28.5
Valencia,21jan2003,2003,1,21,2,18,2,16,14.2,50.200001,51.599998
Valencia,22jan2003,2003,1,22,3,21,6,15,13.2,52.700001,19.299999
Valencia,23jan2003,2003,1,23,4,18,1,17,12.3,46.400002,30.700001
Valencia,24jan2003,2003,1,24,5,20,4,16,11.4,37.200001,41.099998
Valencia,25jan2003,2003,1,25,6,23,8,15,9.3000002,36.599998,44.299999
Valencia,26jan2003,2003,1,26,0,16,4,12,11.7,40.400002,20.200001
Valencia,27jan2003,2003,1,27,1,13,4,9,15,57.099998,68.699997
Valencia,28jan2003,2003,1,28,2,28,3,25,15.3,48.700001,61.299999
Valencia,29jan2003,2003,1,29,3,18,4,14,11.2,40.900002,51.400002
Valencia,30jan2003,2003,1,30,4,17,2,15,9.6000004,38.5,53.099998
Valencia,31jan2003,2003,1,31,5,22,3,19,7.1999998,29.200001,38.196152
Valencia,01feb2003,2003,2,1,6,17,5,12,7.6999998,37.700001,18.5
Valencia,02feb2003,2003,2,2,0,21,3,18,11.8,43.299999,21
Valencia,03feb2003,2003,2,3,1,20,4,16,13,49.400002,31.5
Valencia,04feb2003,2003,2,4,2,24,4,20,14,46.5,67.099998
Valencia,05feb2003,2003,2,5,3,18,3,15,12.2,37,32.200001
Valencia,06feb2003,2003,2,6,4,18,3,15,9.8999996,56.400002,34.599998
Valencia,07feb2003,2003,2,7,5,15,3,12,9,71.599998,38.299999
Valencia,08feb2003,2003,2,8,6,16,4,12,9.3000002,83.900002,30.6
Valencia,09feb2003,2003,2,9,0,20,3,17,9.1999998,69.099998,20.9
Valencia,10feb2003,2003,2,10,1,17,0,17,10.1,67.900002,34.200001
Valencia,11feb2003,2003,2,11,2,19,3,16,9.6999998,67,45.099998
Valencia,12feb2003,2003,2,12,3,19,0,19,10.7,72.400002,50.200001
Valencia,13feb2003,2003,2,13,4,21,3,18,9.8000002,73,26.299999
Valencia,14feb2003,2003,2,14,5,22,2,20,8.6999998,64.199997,32.700001
Valencia,15feb2003,2003,2,15,6,21,3,18,4.6999998,83.300003,17.200001
Valencia,16feb2003,2003,2,16,0,16,1,15,8.6000004,56.599998,18.799999
Valencia,17feb2003,2003,2,17,1,16,0,16,7,35.200001,28.6
Valencia,18feb2003,2003,2,18,2,22,5,17,4.1999998,50.900002,37.900002
Valencia,19feb2003,2003,2,19,3,19,2,17,3.9000001,85.800003,31.9
Valencia,20feb2003,2003,2,20,4,22,5,17,9.8999996,59.400002,29.4
Valencia,21feb2003,2003,2,21,5,12,4,8,8.6999998,65.699997,29.6
Valencia,22feb2003,2003,2,22,6,17,2,15,10.2,77.099998,23.799999
Valencia,23feb2003,2003,2,23,0,21,3,18,11.3,85.300003,27.1
Valencia,24feb2003,2003,2,24,1,21,6,15,11.1,82.300003,32.400002
Valencia,25feb2003,2003,2,25,2,19,2,17,11.2,89.099998,39.5
Valencia,26feb2003,2003,2,26,3,20,2,18,12.8,64.300003,32.200001
Valencia,27feb2003,2003,2,27,4,17,5,12,11.9,71.199997,29.700001
Valencia,28feb2003,2003,2,28,5,30,6,24,11.6,61.599998,39
Valencia,01mar2003,2003,3,1,6,13,2,11,14.4,58.200001,37
Valencia,02mar2003,2003,3,2,0,13,4,9,16.299999,52.799999,18.9
Valencia,03mar2003,2003,3,3,1,19,3,16,18.4,51.799999,29
Valencia,04mar2003,2003,3,4,2,17,3,14,16.299999,57,35.200001
Valencia,05mar2003,2003,3,5,3,17,2,15,12,77.800003,36.200001
Valencia,06mar2003,2003,3,6,4,22,6,16,14.2,65.400002,36.599998
Valencia,07mar2003,2003,3,7,5,18,0,18,12.5,74.099998,46.400002
Valencia,08mar2003,2003,3,8,6,19,3,16,12.8,81.099998,33.700001
Valencia,09mar2003,2003,3,9,0,14,5,9,12.1,72.900002,32.099998
Valencia,10mar2003,2003,3,10,1,17,4,13,11.4,76.900002,35.5
Valencia,11mar2003,2003,3,11,2,17,5,12,11.3,75.5,41.599998
Valencia,12mar2003,2003,3,12,3,19,4,15,11.3,76.300003,37.700001
Valencia,13mar2003,2003,3,13,4,23,3,20,11.4,82.800003,50.599998
Valencia,14mar2003,2003,3,14,5,15,3,12,12.5,76.800003,49.700001
Valencia,15mar2003,2003,3,15,6,21,4,17,13.1,78.400002,32.900002
Valencia,16mar2003,2003,3,16,0,19,2,17,12.2,61.299999,29.1
Valencia,17mar2003,2003,3,17,1,12,3,9,9.3999996,67.300003,32.299999
Valencia,18mar2003,2003,3,18,2,21,6,15,9.8999996,50.400002,31.6
Valencia,19mar2003,2003,3,19,3,15,2,13,9,56.799999,33.5
Valencia,20mar2003,2003,3,20,4,16,4,12,11.9,49.900002,39.200001
Valencia,21mar2003,2003,3,21,5,20,3,17,11.1,48.5,37.299999
Valencia,22mar2003,2003,3,22,6,8,2,6,11,67,33.5
Valencia,23mar2003,2003,3,23,0,17,4,13,12.5,74.099998,28.1
Valencia,24mar2003,2003,3,24,1,21,2,19,11.8,71.900002,32.400002
Valencia,25mar2003,2003,3,25,2,20,4,16,10.5,65.099998,33.599998
Valencia,26mar2003,2003,3,26,3,24,6,18,11.8,74.699997,37.599998
Valencia,27mar2003,2003,3,27,4,22,9,13,12.9,79.300003,26.5
Valencia,28mar2003,2003,3,28,5,16,4,12,15.9,61.299999,25.5
Valencia,29mar2003,2003,3,29,6,20,4,16,14.4,68.5,28.200001
Valencia,30mar2003,2003,3,30,0,19,3,16,14,87.900002,16.5
Valencia,31mar2003,2003,3,31,1,14,4,10,13.8,84.300003,37
Valencia,01apr2003,2003,4,1,2,18,2,16,14.6,69,35.700001
Valencia,02apr2003,2003,4,2,3,24,3,21,16.9,59.599998,49.5
Valencia,03apr2003,2003,4,3,4,16,1,15,14.3,34,35.200001
Valencia,04apr2003,2003,4,4,5,24,2,22,10.8,42.200001,28.200001
Valencia,05apr2003,2003,4,5,6,9,2,7,11.9,51.400002,33.200001
Valencia,06apr2003,2003,4,6,0,17,5,12,14.3,54.400002,27.5
Valencia,07apr2003,2003,4,7,1,19,1,18,14,59.900002,46.400002
Valencia,08apr2003,2003,4,8,2,13,0,13,13,62.5,26.799999
Valencia,09apr2003,2003,4,9,3,16,1,15,13,72.199997,44.099998
Valencia,10apr2003,2003,4,10,4,20,4,16,14.5,70.599998,50.700001
Valencia,11apr2003,2003,4,11,5,14,1,13,17.700001,45.700001,46.799999
Valencia,12apr2003,2003,4,12,6,19,4,15,16.5,55.700001,23.9
Valencia,13apr2003,2003,4,13,0,12,2,10,14.5,72.300003,25.1
Valencia,14apr2003,2003,4,14,1,18,1,17,15,73,39.900002
Valencia,15apr2003,2003,4,15,2,22,2,20,12.5,85.400002,25.1
Valencia,16apr2003,2003,4,16,3,17,2,15,14.2,75.800003,39.900002
Valencia,17apr2003,2003,4,17,4,11,4,7,15.1,61.299999,47.299999
Valencia,18apr2003,2003,4,18,5,16,2,14,15.5,61.099998,37.599998
Valencia,19apr2003,2003,4,19,6,27,6,21,13.8,74.699997,30.799999
Valencia,20apr2003,2003,4,20,0,13,4,9,15.8,51.200001,21.700001
Valencia,21apr2003,2003,4,21,1,19,3,16,15.7,58.400002,17.4
Valencia,22apr2003,2003,4,22,2,15,5,10,14.4,72.199997,28.4
Valencia,23apr2003,2003,4,23,3,19,3,16,15.6,70.599998,33.5
Valencia,24apr2003,2003,4,24,4,25,5,20,16.799999,66.5,47
Valencia,25apr2003,2003,4,25,5,16,3,13,19.200001,61.400002,50.799999
Valencia,26apr2003,2003,4,26,6,9,1,8,18.299999,65.800003,42.099998
Valencia,27apr2003,2003,4,27,0,18,3,15,18.4,67.300003,26.5
Valencia,28apr2003,2003,4,28,1,24,3,21,17.4,73.099998,30.1
Valencia,29apr2003,2003,4,29,2,18,1,17,18.299999,73.900002,45.200001
Valencia,30apr2003,2003,4,30,3,21,5,16,21.4,44.900002,48.200001
Valencia,01may2003,2003,5,1,4,11,2,9,17.700001,64.099998,30.4
Valencia,02may2003,2003,5,2,5,16,1,15,18.299999,68.599998,37.799999
Valencia,03may2003,2003,5,3,6,14,4,10,18.6,61.299999,28
Valencia,04may2003,2003,5,4,0,20,0,20,18.200001,54.799999,24.200001
Valencia,05may2003,2003,5,5,1,13,3,10,18,65.699997,41.200001
Valencia,06may2003,2003,5,6,2,14,0,14,13.4,83.099998,20.9
Valencia,07may2003,2003,5,7,3,16,2,14,12.7,83.800003,36.634617
Valencia,08may2003,2003,5,8,4,21,2,19,15.1,77.699997,27.700001
Valencia,09may2003,2003,5,9,5,14,4,10,18,61.799999,35.299999
Valencia,10may2003,2003,5,10,6,22,8,14,19.1,62.400002,34.900002
Valencia,11may2003,2003,5,11,0,20,2,18,19,68.300003,28.4
Valencia,12may2003,2003,5,12,1,14,3,11,19.4,68.5,35.799999
Valencia,13may2003,2003,5,13,2,16,3,13,19.700001,64.900002,43.099998
Valencia,14may2003,2003,5,14,3,24,3,21,18.299999,72.400002,39.5
Valencia,15may2003,2003,5,15,4,13,3,10,18.6,70.900002,36.700001
Valencia,16may2003,2003,5,16,5,18,3,15,17.6,77.400002,39.299999
Valencia,17may2003,2003,5,17,6,11,2,9,18.200001,70.5,26.700001
Valencia,18may2003,2003,5,18,0,21,2,19,19.799999,72.800003,30.4
Valencia,19may2003,2003,5,19,1,14,5,9,23,64.199997,63.200001
Valencia,20may2003,2003,5,20,2,9,3,6,21.4,64.599998,39.099998
Valencia,21may2003,2003,5,21,3,21,0,21,20,68.599998,39.5
Valencia,22may2003,2003,5,22,4,23,5,18,21.1,58.599998,48.200001
Valencia,23may2003,2003,5,23,5,16,2,14,23.4,55.5,53.400002
Valencia,24may2003,2003,5,24,6,18,5,13,21.299999,66.5,60.200001
Valencia,25may2003,2003,5,25,0,13,4,9,18.299999,51.299999,19.1
Valencia,26may2003,2003,5,26,1,16,1,15,19,34.900002,30.6
Valencia,27may2003,2003,5,27,2,17,5,12,19.1,51.5,28.799999
Valencia,28may2003,2003,5,28,3,15,2,13,20.200001,59.5,32.200001
Valencia,29may2003,2003,5,29,4,17,3,14,21.4,58.700001,35.900002
Valencia,30may2003,2003,5,30,5,12,1,11,21.6,55.200001,33.700001
Valencia,31may2003,2003,5,31,6,15,3,12,22,59.099998,29.200001
Valencia,01jun2003,2003,6,1,0,29,5,24,22.9,59.299999,28.9
Valencia,02jun2003,2003,6,2,1,19,4,15,23.700001,57.5,34.200001
Valencia,03jun2003,2003,6,3,2,13,2,11,22.5,73.599998,39.200001
Valencia,04jun2003,2003,6,4,3,20,3,17,22.200001,70.400002,31.9
Valencia,05jun2003,2003,6,5,4,15,4,11,22.6,65,37.799999
Valencia,06jun2003,2003,6,6,5,20,1,19,22.1,67.900002,31.299999
Valencia,07jun2003,2003,6,7,6,19,1,18,23.4,70.199997,34
Valencia,08jun2003,2003,6,8,0,18,4,14,23.700001,61.799999,26.299999
Valencia,09jun2003,2003,6,9,1,13,1,12,23.799999,70.599998,33.599998
Valencia,10jun2003,2003,6,10,2,19,5,14,24.200001,64.599998,34
Valencia,11jun2003,2003,6,11,3,19,4,15,25,62.200001,33.400002
Valencia,12jun2003,2003,6,12,4,14,2,12,25.4,55,36.599998
Valencia,13jun2003,2003,6,13,5,15,3,12,25.799999,52.700001,35.799999
Valencia,14jun2003,2003,6,14,6,16,1,15,28.200001,46.099998,36.799999
Valencia,15jun2003,2003,6,15,0,20,3,17,30.6,38.599998,33.599998
Valencia,16jun2003,2003,6,16,1,13,1,12,28.799999,40.700001,41.900002
Valencia,17jun2003,2003,6,17,2,16,4,12,27.700001,47.200001,38.5
Valencia,18jun2003,2003,6,18,3,17,3,14,26.700001,65.800003,38.5
Valencia,19jun2003,2003,6,19,4,20,4,16,26.799999,65.099998,38.700001
Valencia,20jun2003,2003,6,20,5,20,4,16,28.1,51.400002,37
Valencia,21jun2003,2003,6,21,6,17,2,15,27.9,42.299999,26.1
Valencia,22jun2003,2003,6,22,0,18,1,17,27.4,47.400002,20.200001
Valencia,23jun2003,2003,6,23,1,20,3,17,26.799999,61.799999,35
Valencia,24jun2003,2003,6,24,2,16,1,15,28.200001,67.599998,46.200001
Valencia,25jun2003,2003,6,25,3,20,3,17,27.799999,72.699997,53.5
Valencia,26jun2003,2003,6,26,4,20,1,19,27.799999,72.199997,56.200001
Valencia,27jun2003,2003,6,27,5,18,5,13,27.700001,72.300003,53.200001
Valencia,28jun2003,2003,6,28,6,20,1,19,27.700001,71,31.700001
Valencia,29jun2003,2003,6,29,0,16,2,14,28.799999,60.400002,44.200001
Valencia,30jun2003,2003,6,30,1,19,1,18,30.4,37.700001,70.599998
Valencia,01jul2003,2003,7,1,2,14,3,11,30.1,31.299999,50.200001
Valencia,02jul2003,2003,7,2,3,20,3,17,29.4,30.1,42.299999
Valencia,03jul2003,2003,7,3,4,19,3,16,25.799999,59.099998,36.900002
Valencia,04jul2003,2003,7,4,5,20,6,14,25.6,58.900002,30.299999
Valencia,05jul2003,2003,7,5,6,13,4,9,26.200001,71.300003,35.700001
Valencia,06jul2003,2003,7,6,0,19,4,15,26.200001,67.5,25.200001
Valencia,07jul2003,2003,7,7,1,11,1,10,26.6,66.699997,30.299999
Valencia,08jul2003,2003,7,8,2,10,2,8,28.299999,54.5,31.4
Valencia,09jul2003,2003,7,9,3,15,5,10,26.799999,52.700001,40
Valencia,10jul2003,2003,7,10,4,11,1,10,27.4,64.400002,31.1
Valencia,11jul2003,2003,7,11,5,22,4,18,27.299999,56.599998,31.6
Valencia,12jul2003,2003,7,12,6,15,4,11,27.700001,59.799999,22.5
Valencia,13jul2003,2003,7,13,0,16,1,15,27.1,59.599998,22.5
Valencia,14jul2003,2003,7,14,1,14,1,13,27,61.700001,31.9
Valencia,15jul2003,2003,7,15,2,12,3,9,27.299999,68.800003,36
Valencia,16jul2003,2003,7,16,3,13,3,10,28.799999,45.900002,42
Valencia,17jul2003,2003,7,17,4,11,1,10,26.200001,60,29.4
Valencia,18jul2003,2003,7,18,5,17,3,14,27,65.900002,34.599998
Valencia,19jul2003,2003,7,19,6,13,4,9,27.4,67.800003,38.200001
Valencia,20jul2003,2003,7,20,0,17,3,14,28,73.900002,45.5
Valencia,21jul2003,2003,7,21,1,16,0,16,28.200001,70.800003,59.299999
Valencia,22jul2003,2003,7,22,2,15,2,13,28.4,73.800003,44.099998
Valencia,23jul2003,2003,7,23,3,15,2,13,28.200001,74.400002,44.400002
Valencia,24jul2003,2003,7,24,4,14,1,13,27.9,69,41.200001
Valencia,25jul2003,2003,7,25,5,17,4,13,28.5,69.800003,41.099998
Valencia,26jul2003,2003,7,26,6,15,2,13,28.4,71.099998,35.900002
Valencia,27jul2003,2003,7,27,0,20,3,17,29.200001,69.099998,32.099998
Valencia,28jul2003,2003,7,28,1,15,4,11,29,67.900002,29.299999
Valencia,29jul2003,2003,7,29,2,19,3,16,28.4,66.300003,32.599998
Valencia,30jul2003,2003,7,30,3,14,3,11,27.9,66.599998,31.200001
Valencia,31jul2003,2003,7,31,4,11,1,10,28.799999,59.700001,31.4
Valencia,01aug2003,2003,8,1,5,13,2,11,28.6,66.099998,31
Valencia,02aug2003,2003,8,2,6,13,3,10,28.200001,62.700001,24.1
Valencia,03aug2003,2003,8,3,0,19,2,17,27.9,58,22
Valencia,04aug2003,2003,8,4,1,19,3,16,28.700001,54,23.700001
Valencia,05aug2003,2003,8,5,2,11,2,9,28.5,51.599998,26.4
Valencia,06aug2003,2003,8,6,3,14,1,13,28.9,52,26.6
Valencia,07aug2003,2003,8,7,4,15,2,13,28.700001,53.700001,24.4
Valencia,08aug2003,2003,8,8,5,15,1,14,28.9,49.799999,23.6
Valencia,09aug2003,2003,8,9,6,15,1,14,28.9,52.099998,15.7
Valencia,10aug2003,2003,8,10,0,18,1,17,28.9,49.599998,18.700001
Valencia,11aug2003,2003,8,11,1,21,4,17,30.200001,47.700001,23.6
Valencia,12aug2003,2003,8,12,2,14,1,13,29.1,48.799999,24.299999
Valencia,13aug2003,2003,8,13,3,25,5,20,28.9,41.599998,24.5
Valencia,14aug2003,2003,8,14,4,18,3,15,28.700001,42.200001,24
Valencia,15aug2003,2003,8,15,5,15,3,12,26.6,57.900002,25.458824
Valencia,16aug2003,2003,8,16,6,13,0,13,27.5,70.800003,26.988235
Valencia,17aug2003,2003,8,17,0,15,4,11,26.6,68.800003,26.811764
Valencia,18aug2003,2003,8,18,1,9,4,5,27.299999,66.800003,26.576471
Valencia,19aug2003,2003,8,19,2,14,0,14,28.5,69.599998,29
Valencia,20aug2003,2003,8,20,3,19,1,18,28.700001,66.800003,22.9
Valencia,21aug2003,2003,8,21,4,15,4,11,27.6,74.400002,25.847059
Valencia,22aug2003,2003,8,22,5,13,5,8,26.9,67.599998,25.988235
Valencia,23aug2003,2003,8,23,6,16,1,15,26.700001,65.800003,26.747059
Valencia,24aug2003,2003,8,24,0,12,1,11,28.4,66.699997,27.076469
Valencia,25aug2003,2003,8,25,1,13,2,11,28,67.400002,27.205881
Valencia,26aug2003,2003,8,26,2,18,4,14,28.799999,68.599998,27.729412
Valencia,27aug2003,2003,8,27,3,17,1,16,28.799999,65,44.599998
Valencia,28aug2003,2003,8,28,4,12,4,8,28.1,51.5,34.700001
Valencia,29aug2003,2003,8,29,5,20,3,17,28.700001,34.299999,50.099998
Valencia,30aug2003,2003,8,30,6,15,0,15,27.700001,44.900002,19
Valencia,31aug2003,2003,8,31,0,8,1,7,25.799999,67.199997,19.700001
Valencia,01sep2003,2003,9,1,1,15,2,13,26,70.099998,21.4
Valencia,02sep2003,2003,9,2,2,15,3,12,25.4,69.300003,23.799999
Valencia,03sep2003,2003,9,3,3,15,2,13,24,68.599998,19.799999
Valencia,04sep2003,2003,9,4,4,16,2,14,23.4,74.5,26
Valencia,05sep2003,2003,9,5,5,14,3,11,24.5,76.400002,28.6
Valencia,06sep2003,2003,9,6,6,12,1,11,23.4,77,24.299999
Valencia,07sep2003,2003,9,7,0,16,3,13,23.6,70.199997,25.799999
Valencia,08sep2003,2003,9,8,1,13,3,10,27,47.5,33.200001
Valencia,09sep2003,2003,9,9,2,11,1,10,24.799999,43.900002,51.200001
Valencia,10sep2003,2003,9,10,3,18,4,14,23,45.5,28.9
Valencia,11sep2003,2003,9,11,4,18,3,15,23.1,58,32.799999
Valencia,12sep2003,2003,9,12,5,16,3,13,23.799999,65.199997,33.900002
Valencia,13sep2003,2003,9,13,6,18,6,12,24.1,63.700001,25.299999
Valencia,14sep2003,2003,9,14,0,14,1,13,21.1,76.900002,39.900002
Valencia,15sep2003,2003,9,15,1,15,4,11,21.4,63.799999,26.4
Valencia,16sep2003,2003,9,16,2,15,2,13,21.5,52.700001,25
Valencia,17sep2003,2003,9,17,3,16,3,13,21.4,53.299999,33.799999
Valencia,18sep2003,2003,9,18,4,22,4,18,20.6,57.400002,26.5
Valencia,19sep2003,2003,9,19,5,12,0,12,21.200001,66.5,25.5
Valencia,20sep2003,2003,9,20,6,14,2,12,22.200001,72.699997,23
Valencia,21sep2003,2003,9,21,0,12,5,7,23.4,71.099998,30
Valencia,22sep2003,2003,9,22,1,13,3,10,24,76.300003,41.400002
Valencia,23sep2003,2003,9,23,2,14,2,12,21.700001,72.900002,24.799999
Valencia,24sep2003,2003,9,24,3,10,0,10,22.5,72.599998,29.700001
Valencia,25sep2003,2003,9,25,4,20,2,18,22.6,72.599998,32.099998
Valencia,26sep2003,2003,9,26,5,16,2,14,22.6,73.300003,26.5
Valencia,27sep2003,2003,9,27,6,15,2,13,22.5,75.599998,39.900002
Valencia,28sep2003,2003,9,28,0,16,1,15,22.799999,75.099998,31.299999
Valencia,29sep2003,2003,9,29,1,15,3,12,23.1,71.900002,26.200001
Valencia,30sep2003,2003,9,30,2,17,2,15,22.6,76.300003,30.799999
Valencia,01oct2003,2003,10,1,3,16,6,10,23.5,68.800003,27
Valencia,02oct2003,2003,10,2,4,18,1,17,23.299999,68,32.5
Valencia,03oct2003,2003,10,3,5,16,2,14,23.5,51,22.6
Valencia,04oct2003,2003,10,4,6,18,5,13,24.299999,55.5,19.700001
Valencia,05oct2003,2003,10,5,0,11,5,6,20.9,54.299999,13.4
Valencia,06oct2003,2003,10,6,1,16,4,12,17.299999,55.700001,24
Valencia,07oct2003,2003,10,7,2,16,2,14,19.9,62.900002,25.9
Valencia,08oct2003,2003,10,8,3,14,3,11,20.299999,60.599998,31.1
Valencia,09oct2003,2003,10,9,4,12,1,11,20.4,64.300003,15.9
Valencia,10oct2003,2003,10,10,5,13,3,10,20.6,73.300003,25
Valencia,11oct2003,2003,10,11,6,15,1,14,21,75.699997,20.4
Valencia,12oct2003,2003,10,12,0,13,2,11,22.200001,73.800003,16.9
Valencia,13oct2003,2003,10,13,1,14,5,9,20.5,78.099998,25.799999
Valencia,14oct2003,2003,10,14,2,25,4,21,18.700001,83.699997,17.4
Valencia,15oct2003,2003,10,15,3,18,1,17,18.6,74.099998,18.6
Valencia,16oct2003,2003,10,16,4,20,1,19,17,79,21.799999
Valencia,17oct2003,2003,10,17,5,13,3,10,17.200001,73.699997,32.700001
Valencia,18oct2003,2003,10,18,6,11,4,7,17.4,71.599998,20.799999
Valencia,19oct2003,2003,10,19,0,9,3,6,17.6,79.599998,28
Valencia,20oct2003,2003,10,20,1,13,4,9,19.799999,56.799999,20.799999
Valencia,21oct2003,2003,10,21,2,21,3,18,17.9,66.300003,25
Valencia,22oct2003,2003,10,22,3,13,3,10,18.1,62.900002,25.5
Valencia,23oct2003,2003,10,23,4,11,1,10,14.2,49.400002,18.9
Valencia,24oct2003,2003,10,24,5,14,3,11,12.8,48.400002,25.6
Valencia,25oct2003,2003,10,25,6,19,4,15,11.1,72.199997,14.8
Valencia,26oct2003,2003,10,26,0,14,5,9,13.7,79.400002,13.2
Valencia,27oct2003,2003,10,27,1,17,3,14,13.7,87,26.9
Valencia,28oct2003,2003,10,28,2,12,3,9,16.6,78.599998,31.799999
Valencia,29oct2003,2003,10,29,3,16,0,16,17.5,61.900002,20.1
Valencia,30oct2003,2003,10,30,4,19,3,16,16.700001,51.900002,24.5
Valencia,31oct2003,2003,10,31,5,11,1,10,15.9,54.5,20.6
Valencia,01nov2003,2003,11,1,6,17,2,15,14.8,55.799999,16
Valencia,02nov2003,2003,11,2,0,18,1,17,15.2,54.200001,19.1
Valencia,03nov2003,2003,11,3,1,19,4,15,13.9,64.199997,25.5
Valencia,04nov2003,2003,11,4,2,15,2,13,14.8,71.599998,26.4
Valencia,05nov2003,2003,11,5,3,17,1,16,14.1,78.300003,31
Valencia,06nov2003,2003,11,6,4,25,9,16,15.6,73.800003,39.200001
Valencia,07nov2003,2003,11,7,5,15,3,12,13.7,74.300003,40
Valencia,08nov2003,2003,11,8,6,25,2,23,14.6,77.599998,43.400002
Valencia,09nov2003,2003,11,9,0,16,2,14,17.6,78.699997,35.5
Valencia,10nov2003,2003,11,10,1,25,7,18,16.9,79,37.400002
Valencia,11nov2003,2003,11,11,2,17,3,14,16.200001,76.5,21.799999
Valencia,12nov2003,2003,11,12,3,13,3,10,16.799999,66.900002,28
Valencia,13nov2003,2003,11,13,4,21,3,18,15.5,73.900002,34.799999
Valencia,14nov2003,2003,11,14,5,16,4,12,14.7,72.199997,34.299999
Valencia,15nov2003,2003,11,15,6,14,2,12,14.6,77.800003,27.200001
Valencia,16nov2003,2003,11,16,0,15,2,13,15.2,79.099998,20.4
Valencia,17nov2003,2003,11,17,1,19,3,16,13.6,82.199997,12.5
Valencia,18nov2003,2003,11,18,2,18,5,13,14.5,63.400002,19.5
Valencia,19nov2003,2003,11,19,3,16,3,13,15.4,57,21.700001
Valencia,20nov2003,2003,11,20,4,15,1,14,13.9,74,26.299999
Valencia,21nov2003,2003,11,21,5,23,7,16,14.7,76.199997,31.799999
Valencia,22nov2003,2003,11,22,6,17,5,12,15.4,82.400002,29
Valencia,23nov2003,2003,11,23,0,15,1,14,16.200001,75.300003,21.9
Valencia,24nov2003,2003,11,24,1,11,1,10,13.3,59.799999,20.9
Valencia,25nov2003,2003,11,25,2,21,3,18,12.1,67.300003,24.200001
Valencia,26nov2003,2003,11,26,3,15,4,11,12.1,56.200001,30.9
Valencia,27nov2003,2003,11,27,4,19,2,17,14.5,41.700001,24.299999
Valencia,28nov2003,2003,11,28,5,17,3,14,10.8,55.599998,24.1
Valencia,29nov2003,2003,11,29,6,18,2,16,13.7,62.099998,19.5
Valencia,30nov2003,2003,11,30,0,12,3,9,16.299999,59.299999,11.9
Valencia,01dec2003,2003,12,1,1,15,0,15,12.5,54.200001,15.6
Valencia,02dec2003,2003,12,2,2,21,3,18,8.3000002,64,17.4
Valencia,03dec2003,2003,12,3,3,15,2,13,8.1999998,58.5,19.200001
Valencia,04dec2003,2003,12,4,4,23,3,20,6.6999998,69.300003,17.200001
Valencia,05dec2003,2003,12,5,5,22,3,19,12.4,82.300003,22
Valencia,06dec2003,2003,12,6,6,22,2,20,13.7,79.800003,18
Valencia,07dec2003,2003,12,7,0,23,4,19,13.6,68,11.9
Valencia,08dec2003,2003,12,8,1,14,2,12,10.7,73.199997,14.6
Valencia,09dec2003,2003,12,9,2,19,4,15,10.6,81.400002,16.700001
Valencia,10dec2003,2003,12,10,3,27,3,24,10.7,66.400002,15.2
Valencia,11dec2003,2003,12,11,4,18,3,15,9.8999996,62.700001,26.799999
Valencia,12dec2003,2003,12,12,5,21,3,18,12.8,66.900002,35.299999
Valencia,13dec2003,2003,12,13,6,14,1,13,13.3,72.199997,24.9
Valencia,14dec2003,2003,12,14,0,20,4,16,16,62.200001,22
